$GROWTH FACTOR OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         OCT 13, 2014; 10:45:28
                                                                                
*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER045 KSAS8101    1              
 MODEL          : CSCER045 - Wheat                                              
 EXPERIMENT     : KSAS8101 WH                                                   
 DATA PATH      :                                                               
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER045                            
  
!........DATES.......  TEMP STAGE  ...PHENOLOGY....  .......PHOTOSYNTHESIS.......  .....GROWTH.....  ..TILLERS. WATER STRESS DETERMINANTS N STRESS DETERMINANTS       
@YEAR DOY   DAS   DAP TMEAN  GSTD    DU VRNFD DYLFD  TFPD  WFPD  NFPD CO2FD RSFPD  TFGD  WFGD  NFGD  WFTD  NFTD WAVRD WUPRD  SWXD  EOPD  SNXD LN%RD SN%RD RN%RD      
 1981 303    24    14  16.1  11.2   1.1  0.86  0.53  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  30.9   0.0 188.4  1.00  0.48  1.00
 1981 304    25    15  13.9  11.4   0.9  0.86  0.54  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  33.4   0.0 188.9  1.00  0.54  1.00
 1981 305    26    16  12.2  11.6   0.8  0.85  0.54  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  51.4   0.0 189.4  1.00  0.59  1.00
 1981 306    27    17  10.2  11.7   0.7  0.83  0.55  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  53.0   0.0 190.0  1.00  0.62  1.00
 1981 307    28    18  11.4  11.9   0.8  0.82  0.55  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  7.31  52.2   0.0 190.7  1.00  0.66  1.00
 1981 308    29    19  10.2  12.0   0.8  0.81  0.56  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 12.62  56.8   0.0 191.2  1.00  0.69  1.00
 1981 309    30    20  10.6  12.1   0.9  0.80  0.56  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  3.44  55.7   0.1 191.7  1.00  0.72  1.00
 1981 310    31    21   6.7  12.2   0.6  0.78  0.56  0.00  0.00  0.00 -0.01  0.00  0.33  0.00  0.00  0.00  0.00 99.90  3.65  52.3   0.1 192.1  1.00  0.73  1.00
 1981 311    32    22   9.7  12.3   0.9  0.76  0.57  0.00  0.00  0.00 -0.01  0.00  0.03  0.00  0.00  0.00  0.00 99.90  5.03  51.9   0.1 183.9  1.00  0.76  1.00
 1981 312    33    23  10.9  12.4   1.1  0.75  0.57  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  61.2   0.0 182.1  1.00  0.78  1.00
 1981 313    34    24   2.5  12.4   0.3  0.73  0.57  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90  4.52  60.1   0.1 181.4  1.00  0.77  1.00
 1981 314    35    25   5.6  12.5   0.6  0.71  0.58  0.00  0.00  0.00 -0.01  0.00  0.44  0.00  0.00  0.00  0.00 99.90  4.45  55.8   0.1 178.9  1.00  0.79  1.00
 1981 315    36    26   7.5  12.6   0.9  0.69  0.58  0.00  0.00  0.00 -0.01  0.00  0.25  0.00  0.00  0.00  0.00 99.90  4.74  54.5   0.1 166.8  1.00  0.80  1.00
 1981 316    37    27  10.9  12.7   1.4  0.67  0.59  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  4.67  53.8   0.1 164.2  1.00  0.83  1.00
 1981 317    38    28  10.6  12.8   1.4  0.66  0.59  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  4.86  53.2   0.1 164.5  1.00  0.85  1.00
 1981 318    39    29  13.0  12.9   1.8  0.66  0.59  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  6.54  53.3   0.1 164.8  1.00  0.87  1.00
 1981 319    40    30  15.0  13.1   2.1  0.66  0.60  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  5.75  53.3   0.1 165.2  1.00  0.89  1.00
 1981 320    41    31  17.5  13.3   2.4  0.66  0.60  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  4.22  53.9   0.2 165.6  1.00  0.91  1.00
 1981 321    42    32  12.8  13.4   1.7  0.65  0.60  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  4.70  54.1   0.2 165.9  1.00  0.93  1.00
 1981 322    43    33  14.1  13.5   1.9  0.65  0.61  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  7.24  54.6   0.1 166.4  1.00  0.94  1.00
 1981 323    44    34   4.1  13.6   0.6  0.63  0.61  0.17  0.00  0.00 -0.01  0.00  0.59  0.00  0.00  0.00  0.00 99.90 15.00  54.6   0.0 166.9  1.00  0.94  1.00
 1981 324    45    35   0.0  13.6   0.0  0.60  0.61  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 10.72  53.9   0.1 167.6  1.00  0.95  1.00
 1981 325    46    36   2.5  13.6   0.4  0.58  0.62  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90  5.70  53.5   0.1 168.2  1.00  0.95  1.00
 1981 326    47    37   7.0  13.7   1.1  0.56  0.62  0.00  0.00  0.00 -0.01  0.00  0.30  0.00  0.00  0.00  0.00 99.90  6.98  53.5   0.1 168.6  1.00  0.95  1.00
 1981 327    48    38  10.6  13.8   1.8  0.55  0.62  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  5.06  53.8   0.2 168.9  1.00  0.96  1.00
 1981 328    49    39   6.4  13.9   1.1  0.52  0.62  0.00  0.00  0.00 -0.01  0.00  0.36  0.00  0.00  0.00  0.00 99.90  6.39  53.8   0.1 169.0  1.00  0.97  1.00
 1981 329    50    40  12.2  14.0   2.2  0.52  0.63  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  5.31  54.3   0.2 169.1  1.00  0.97  1.00
 1981 330    51    41   6.7  14.1   1.2  0.49  0.63  0.00  0.00  0.00 -0.01  0.00  0.33  0.00  0.00  0.00  0.00 99.90  8.59  54.4   0.1 169.2  1.00  0.98  1.00
 1981 331    52    42  -0.8  14.1   0.0  0.48  0.63  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 11.75  54.1   0.1 169.5  1.00  0.98  1.00
 1981 332    53    43   2.5  14.1   0.5  0.45  0.64  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90 11.19  54.1   0.1 169.8  1.00  0.98  1.00
 1981 333    54    44   3.0  14.1   0.6  0.43  0.64  0.39  0.00  0.00 -0.01  0.00  0.70  0.00  0.00  0.00  0.00 99.90 12.86  54.2   0.1 170.1  1.00  0.98  1.00
 1981 334    55    45   5.9  14.2   1.2  0.41  0.64  0.00  0.00  0.00 -0.01  0.00  0.41  0.00  0.00  0.00  0.00 99.90 15.00  73.4   0.0 170.3  1.00  0.98  1.00
 1981 335    56    46   2.2  14.2   0.5  0.39  0.64  0.56  0.00  0.00 -0.01  0.00  0.78  0.00  0.00  0.00  0.00 99.90 15.00  79.5   0.0 170.5  1.00  0.99  1.00
 1981 336    57    47   3.6  14.2   0.8  0.36  0.64  0.28  0.00  0.00 -0.01  0.00  0.64  0.00  0.00  0.00  0.00 99.90  8.61  73.4   0.1 169.7  1.00  0.99  1.00
 1981 337    58    48   4.5  14.3   1.0  0.34  0.65  0.11  0.00  0.00 -0.01  0.00  0.55  0.00  0.00  0.00  0.00 99.90  7.07  71.0   0.2 161.0  1.00  0.99  1.00
 1981 338    59    49   3.9  14.3   0.9  0.32  0.65  0.22  0.00  0.00 -0.01  0.00  0.61  0.00  0.00  0.00  0.00 99.90  7.51  70.1   0.2 159.1  1.00  0.99  1.00
 1981 339    60    50   3.9  14.4   0.9  0.30  0.65  0.22  0.00  0.00 -0.01  0.00  0.61  0.00  0.00  0.00  0.00 99.90 15.00  70.0   0.1 159.2  1.00  0.99  1.00
 1981 340    61    51   8.9  14.5   2.2  0.28  0.65  0.00  0.00  0.00 -0.01  0.00  0.11  0.00  0.00  0.00  0.00 99.90  9.75  69.7   0.1 159.3  1.00  1.00  1.00
 1981 341    62    52  11.7  14.6   2.9  0.27  0.65  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  7.15  69.4   0.2 159.4  1.00  1.00  1.00
 1981 342    63    53   3.7  14.6   0.9  0.25  0.66  0.27  0.00  0.00 -0.01  0.00  0.63  0.00  0.00  0.00  0.00 99.90 10.24  68.7   0.1 159.5  1.00  1.00  1.00
 1981 343    64    54   2.2  14.7   0.6  0.23  0.66  0.55  0.00  0.00 -0.01  0.00  0.77  0.00  0.00  0.00  0.00 99.90 10.23  67.8   0.1 159.8  1.00  1.00  1.00
 1981 344    65    55  -0.3  14.7   0.0  0.21  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.7   0.0 160.1  1.00  1.00  1.00
 1981 345    66    56   2.5  14.7   0.7  0.18  0.66  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90 15.00  67.8   0.0 160.4  1.00  1.00  1.00
 1981 346    67    57   2.8  14.7   0.8  0.16  0.66  0.44  0.00  0.00 -0.01  0.00  0.72  0.00  0.00  0.00  0.00 99.90 15.00  67.9   0.0 160.7  1.00  1.00  1.00
 1981 347    68    58   2.5  14.7   0.7  0.14  0.66  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90 15.00  68.0   0.0 160.8  1.00  1.00  1.00
 1981 348    69    59   0.5  14.7   0.2  0.12  0.66  0.89  0.00  0.00 -0.01  0.00  0.94  0.00  0.00  0.00  0.00 99.90 15.00  67.9   0.1 160.9  1.00  1.00  1.00
 1981 349    70    60   0.0  14.7   0.0  0.10  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.6   0.0 161.0  1.00  1.00  1.00
 1981 350    71    61  -4.7  14.7   0.0  0.09  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.6   0.0 161.0  1.00  1.00  1.00
 1981 351    72    62 -12.5  14.7   0.0  0.07  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.5   0.0 161.1  1.00  1.00  1.00
 1981 352    73    63 -13.6  14.7   0.0  0.05  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.5   0.0 161.1  1.00  1.00  1.00
 1981 353    74    64 -11.4  14.7   0.0  0.03  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.4   0.0 161.1  1.00  1.00  1.00
 1981 354    75    65  -4.2  14.7   0.0  0.01  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.0   0.0 161.1  1.00  1.00  1.00
 1981 355    76    66   2.0  14.8   0.6  0.00  0.67  0.61  0.00  0.00 -0.01  0.00  0.81  0.00  0.00  0.00  0.00 99.90 15.00  72.1   0.0 161.1  1.00  1.00  1.00
 1981 356    77    67   1.7  14.8   0.6  0.00  0.67  0.66  0.00  0.00 -0.01  0.00  0.83  0.00  0.00  0.00  0.00 99.90 15.00  72.2   0.0 161.1  1.00  1.00  1.00
 1981 357    78    68  -1.1  14.8   0.0  0.00  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  71.1   0.0 161.2  1.00  1.00  1.00
 1981 358    79    69  -0.3  14.8   0.0  0.00  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.1   0.0 161.2  1.00  1.00  1.00
 1981 359    80    70   1.6  14.8   0.6  0.00  0.67  0.67  0.00  0.00 -0.01  0.00  0.84  0.00  0.00  0.00  0.00 99.90 15.00  69.3   0.0 161.2  1.00  1.00  1.00
 1981 360    81    71  -1.7  14.8   0.0  0.00  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  68.7   0.0 161.2  1.00  1.00  1.00
 1981 361    82    72  -3.1  14.8   0.0  0.00  0.67  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  68.5   0.0 161.3  1.00  1.00  1.00
 1981 362    83    73  -4.4  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  68.3   0.0 161.3  1.00  1.00  1.00
 1981 363    84    74  -3.6  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  67.7   0.0 161.4  1.00  1.00  1.00
 1981 364    85    75   1.7  14.8   0.6  0.00  0.66  0.66  0.00  0.00 -0.01  0.00  0.83  0.00  0.00  0.00  0.00 99.90 15.00  67.1   0.0 161.4  1.00  1.00  1.00
 1981 365    86    76   0.0  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  66.4   0.0 161.4  1.00  1.00  1.00
 1982   1    87    77  -6.1  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  66.3   0.0 161.4  1.00  1.00  1.00
 1982   2    88    78   0.8  14.8   0.3  0.00  0.66  0.83  0.00  0.00 -0.01  0.00  0.92  0.00  0.00  0.00  0.00 99.90 15.00  68.2   0.0 161.5  1.00  1.00  1.00
 1982   3    89    79  -6.3  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  68.2   0.0 161.5  1.00  1.00  1.00
 1982   4    90    80  -6.1  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  73.2   0.0 161.5  1.00  1.00  1.00
 1982   5    91    81  -1.6  14.8   0.0  0.00  0.66  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  72.1   0.0 161.6  1.00  1.00  1.00
 1982   6    92    82 -10.9  14.8   0.0  0.00  0.65  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  72.0   0.0 161.6  1.00  1.00  1.00
 1982   7    93    83 -11.4  14.8   0.0  0.00  0.65  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  71.9   0.0 161.6  1.00  1.00  1.00
 1982   8    94    84  -2.8  14.8   0.0  0.00  0.65  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.9   0.0 161.6  1.00  1.00  1.00
 1982   9    95    85  -8.4  14.8   0.0  0.00  0.65  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.7   0.0 161.6  1.00  1.00  1.00
 1982  10    96    86 -18.6  14.8   0.0  0.00  0.65  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.7   0.0 161.6  1.00  1.00  1.00
 1982  11    97    87 -13.4  14.8   0.0  0.00  0.64  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.6   0.0 161.6  1.00  1.00  1.00
 1982  12    98    88  -9.1  14.8   0.0  0.00  0.64  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.6   0.0 161.6  1.00  1.00  1.00
 1982  13    99    89 -14.5  14.8   0.0  0.00  0.64  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.5   0.0 161.6  1.00  1.00  1.00
 1982  14   100    90  -3.0  14.8   0.0  0.00  0.64  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  72.3   0.0 161.6  1.00  1.00  1.00
 1982  15   101    91  -1.4  14.8   0.0  0.00  0.64  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  71.6   0.0 161.6  1.00  1.00  1.00
 1982  16   102    92 -14.1  14.8   0.0  0.00  0.63  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  71.6   0.0 161.6  1.00  1.00  1.00
 1982  17   103    93  -8.7  14.8   0.0  0.00  0.63  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  71.3   0.0 161.6  1.00  1.00  1.00
 1982  18   104    94   0.3  14.8   0.1  0.00  0.63  0.94  0.00  0.00 -0.01  0.00  0.97  0.00  0.00  0.00  0.00 99.90 15.00  70.3   0.0 161.6  1.00  1.00  1.00
 1982  19   105    95  -0.6  14.8   0.0  0.00  0.62  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  69.4   0.0 161.6  1.00  1.00  1.00
 1982  20   106    96  -3.3  14.8   0.0  0.00  0.62  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  69.3   0.0 161.6  1.00  1.00  1.00
 1982  21   107    97  -5.0  14.8   0.0  0.00  0.62  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  69.3   0.0 161.7  1.00  1.00  1.00
 1982  22   108    98  -2.2  14.8   0.0  0.00  0.62  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.8   0.0 161.7  1.00  1.00  1.00
 1982  23   109    99 -10.9  14.8   0.0  0.00  0.61  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.7   0.0 161.7  1.00  1.00  1.00
 1982  24   110   100  -7.5  14.8   0.0  0.00  0.61  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  70.5   0.0 161.7  1.00  1.00  1.00
 1982  25   111   101  -1.1  14.8   0.0  0.00  0.61  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  74.8   0.0 161.7  1.00  1.00  1.00
 1982  26   112   102   1.4  14.8   0.6  0.00  0.60  0.72  0.00  0.00 -0.01  0.00  0.86  0.00  0.00  0.00  0.00 99.90 15.00  79.2   0.0 161.7  1.00  1.00  1.00
 1982  27   113   103   8.1  14.9   3.2  0.00  0.60  0.00  0.00  0.00 -0.01  0.00  0.19  0.00  0.00  0.00  0.00 99.90 15.00  76.8   0.0 161.7  1.00  1.00  1.00
 1982  28   114   104   0.0  14.9   0.0  0.00  0.60  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  75.7   0.0 161.1  1.00  1.00  1.00
 1982  29   115   105   5.2  15.0   2.1  0.00  0.59  0.00  0.00  0.00 -0.01  0.00  0.48  0.00  0.00  0.00  0.00 99.90 15.00  76.0   0.0 161.1  1.00  1.00  1.00
 1982  30   116   106   0.0  15.0   0.0  0.00  0.59  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  80.6   0.0 161.1  1.00  1.00  1.00
 1982  31   117   107  -7.2  15.0   0.0  0.00  0.59  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.9   0.0 161.2  1.00  1.00  1.00
 1982  32   118   108  -1.9  15.0   0.0  0.00  0.58  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.0   0.0 160.0  1.00  1.00  1.00
 1982  33   119   109  -3.9  15.0   0.0  0.00  0.58  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.9   0.0 159.5  1.00  1.00  1.00
 1982  34   120   110 -13.0  15.0   0.0  0.00  0.57  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.9   0.0 159.5  1.00  1.00  1.00
 1982  35   121   111 -17.0  15.0   0.0  0.00  0.57  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.9   0.0 159.5  1.00  1.00  1.00
 1982  36   122   112 -15.5  15.0   0.0  0.00  0.57  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.8   0.0 159.5  1.00  1.00  1.00
 1982  37   123   113 -13.8  15.0   0.0  0.00  0.56  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.7   0.0 159.5  1.00  1.00  1.00
 1982  38   124   114  -6.4  15.0   0.0  0.00  0.56  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.9   0.0 159.5  1.00  1.00  1.00
 1982  39   125   115  -8.1  15.0   0.0  0.00  0.56  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.4   0.0 159.5  1.00  1.00  1.00
 1982  40   126   116 -14.4  15.0   0.0  0.00  0.55  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.1   0.0 159.2  1.00  1.00  1.00
 1982  41   127   117 -11.6  15.0   0.0  0.00  0.55  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  78.0   0.0 159.0  1.00  1.00  1.00
 1982  42   128   118  -8.9  15.0   0.0  0.00  0.54  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  77.7   0.0 159.0  1.00  1.00  1.00
 1982  43   129   119  -2.2  15.0   0.0  0.00  0.54  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  87.2   0.0 159.0  1.00  1.00  1.00
 1982  44   130   120  -4.1  15.0   0.0  0.00  0.53  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  86.1   0.0 159.0  1.00  1.00  1.00
 1982  45   131   121   2.8  15.0   1.3  0.00  0.53  0.44  0.00  0.00 -0.01  0.00  0.72  0.00  0.00  0.00  0.00 99.90 15.00  85.9   0.0 157.3  1.00  1.00  1.00
 1982  46   132   122   4.7  15.1   2.2  0.00  0.53  0.06  0.00  0.00 -0.01  0.00  0.53  0.00  0.00  0.00  0.00 99.90 15.00  80.8   0.0 154.9  1.00  1.00  1.00
 1982  47   133   123   3.6  15.1   1.7  0.00  0.52  0.28  0.00  0.00 -0.01  0.00  0.64  0.00  0.00  0.00  0.00 99.90 15.00  80.2   0.0 144.7  1.00  1.00  1.00
 1982  48   134   124   2.5  15.1   1.2  0.00  0.52  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90 15.00  79.6   0.0 143.7  1.00  1.00  1.00
 1982  49   135   125   7.0  15.2   3.4  0.00  0.51  0.00  0.00  0.00 -0.01  0.00  0.30  0.00  0.00  0.00  0.00 99.90 15.00  82.5   0.0 142.9  1.00  1.00  1.00
